Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.217.9.238-10.42.0.42-443-54538-6,10.42.0.42,54538,172.217.9.238,443,6,23/06/2017 03:10:34,36560,1,1,23.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,629.1028446389496,54.70459518599562,36560.0,0.0,36560.0,36560.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,27.35229759299781,27.35229759299781,0.0,23.0,15.333333333333332,13.279056191361393,176.33333333333334,0,1,0,0,1,0,0,0,1.0,23.0,23.0,0.0,32,0,0,0,0,0,0,1,23,1,0,1436,362,0,32,0,0,0,0,0,0,0,0,BENIGN
131.253.61.98-10.42.0.42-443-40884-6,10.42.0.42,40884,131.253.61.98,443,6,23/06/2017 03:09:53,52573235,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07608434215623217,1.7524411666666668E7,3.0180344605033793E7,5.2373618E7,46762.0,5.2573235E7,2.62866175E7,3.689258990873371E7,5.2373618E7,199617.0,0,0,0,0,0,0,0,0,0,104,40,0.057063256617174124,0.01902108553905804,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,65535,8192,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-65.55.118.92-45567-80-6,10.42.0.42,45567,65.55.118.92,80,6,23/06/2017 03:09:52,53773969,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07438543359148364,1.7924656333333332E7,3.0945981324630912E7,5.3657995E7,46115.0,5.3773969E7,2.68869845E7,3.7859926127532534E7,5.3657995E7,115974.0,0,0,0,0,0,0,0,0,0,104,40,0.05578907519361273,0.01859635839787091,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,65535,4380,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-65.55.118.92-45567-80-6,65.55.118.92,80,10.42.0.42,45567,6,23/06/2017 03:10:45,26,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,76923.07692307692,26.0,0.0,26.0,26.0,26.0,26.0,0.0,26.0,26.0,0,0,0,0,0,0,0,0,0,64,0,76923.07692307692,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,4380,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
203.205.158.62-10.42.0.42-80-34671-6,10.42.0.42,34671,203.205.158.62,80,6,23/06/2017 03:10:46,569472,7,13,374.0,15073.0,374.0,0.0,53.42857142857142,141.35871290545097,1448.0,0.0,1159.4615384615383,565.841941326465,27125.126432906272,35.12025174196449,29972.21052631579,69641.436626463,222195.0,5.0,569472.0,94912.0,115611.81118899574,253046.0,4317.0,234425.0,19535.416666666668,67090.29960021768,232575.0,5.0,0,0,0,0,232,424,12.29208810968757,22.82816363227692,0.0,1448.0,735.5714285714287,710.4995827886581,504809.6571428572,0,0,0,1,0,0,0,0,1.0,772.35,53.42857142857143,1159.4615384615386,232,0,0,0,0,0,0,7,374,13,15073,65535,122,1,32,0,0,0,0,0,0,0,0,BENIGN
203.205.158.62-10.42.0.42-80-34671-6,203.205.158.62,80,10.42.0.42,34671,6,23/06/2017 03:10:47,83695,3,1,637.0,0.0,637.0,0.0,212.33333333333331,367.77212147379163,0.0,0.0,0.0,0.0,7610.968397156341,47.79258020192365,27898.333333333336,44915.77737647801,79713.0,27.0,83695.0,41847.5,59143.11828522402,83668.0,27.0,0,0,0,0,0,1,0,0,0,96,20,35.84443515144274,11.948145050480912,0.0,637.0,254.8,348.8992691307908,121730.7,0,1,0,0,1,0,0,0,0.0,318.5,212.33333333333334,0.0,96,0,0,0,0,0,0,3,637,1,0,122,0,0,32,0,0,0,0,0,0,0,0,BENIGN
203.205.147.229-10.42.0.42-80-59302-6,10.42.0.42,59302,203.205.147.229,80,6,23/06/2017 03:10:52,452944,5,3,560.0,1145.0,560.0,0.0,112.0,250.43961347997646,1145.0,0.0,381.6666666666667,661.0660582221216,3764.262248754813,17.662227560139883,64706.285714285725,104306.29989077726,217386.0,506.0,452944.0,113236.0,129298.4264843673,230589.0,506.0,230698.0,115349.0,148459.8971372404,220326.0,10372.0,0,0,0,0,168,104,11.038892225087428,6.623335335052457,0.0,1145.0,189.44444444444446,403.36432387827483,162702.77777777778,0,0,0,1,0,0,0,0,0.0,213.125,112.0,381.6666666666667,168,0,0,0,0,0,0,5,560,3,1145,65535,54,1,32,0,0,0,0,0,0,0,0,BENIGN
203.205.147.229-10.42.0.42-80-59304-6,10.42.0.42,59304,203.205.147.229,80,6,23/06/2017 03:10:52,463875,5,3,530.0,291.0,530.0,0.0,106.0,237.0232056149777,291.0,0.0,97.0,168.0089283341811,1769.8733495014822,17.246025330099705,66267.85714285714,106784.77118395451,222657.0,833.0,463875.0,115968.75,132588.57616042945,234963.0,833.0,237630.0,118815.0,153914.51884731342,227649.0,9981.0,0,0,0,0,168,104,10.778765831312315,6.4672594987873895,0.0,530.0,91.22222222222223,190.61989519576503,36335.944444444445,0,0,0,1,0,0,0,0,0.0,102.625,106.0,97.0,168,0,0,0,0,0,0,5,530,3,291,65535,54,1,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-52.85.101.7-53443-443-6,52.85.101.7,443,10.42.0.42,53443,6,23/06/2017 03:10:55,27,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,1148148.148148148,74074.07407407407,27.0,0.0,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0,0,0,0,0,1,0,0,0,64,0,74074.07407407407,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,122,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
203.205.147.229-10.42.0.42-80-59306-6,10.42.0.42,59306,203.205.147.229,80,6,23/06/2017 03:10:52,3056263,6,4,863.0,1627.0,863.0,0.0,143.83333333333331,352.31827467031377,1448.0,0.0,406.75,699.2764713139813,814.720460902743,3.271969722500976,339584.77777777775,833614.949172245,2547890.0,21.0,3056263.0,611252.6,1090008.422629064,2547890.0,697.0,2824336.0,941445.3333333333,1594537.9078392377,2782501.0,21.0,0,0,0,0,200,136,1.9631818335005855,1.3087878890003903,0.0,1448.0,226.36363636363637,480.6109180464532,230986.85454545455,0,0,0,1,0,0,0,0,0.0,249.0,143.83333333333334,406.75,200,0,0,0,0,0,0,6,863,4,1627,65535,59,1,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-38.69.238.19-43781-80-6,10.42.0.42,43781,38.69.238.19,80,6,23/06/2017 03:10:45,10202388,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3920650733926214,3400796.0,5860623.209774537,1.0168038E7,1970.0,1.0202388E7,5101194.0,7165599.503228743,1.0168038E7,34350.0,0,0,0,0,0,0,0,0,0,104,40,0.29404880504446607,0.09801626834815536,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,65535,28960,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.6.234-10.42.0.42-443-57618-6,10.42.0.42,57618,172.217.6.234,443,6,23/06/2017 03:10:46,10133646,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3947246627719184,3377882.0,5816034.096443125,1.0093629E7,2422.0,40017.0,40017.0,0.0,40017.0,40017.0,1.0096051E7,1.0096051E7,0.0,1.0096051E7,1.0096051E7,0,0,0,0,72,72,0.1973623313859592,0.1973623313859592,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,72,0,0,0,0,0,0,2,0,2,0,65535,332,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-31.13.71.3-51625-443-6,10.42.0.42,51625,31.13.71.3,443,6,23/06/2017 03:10:58,141918,1,3,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,218.43599825251204,28.185290097098328,47306.0,40983.71613214204,72750.0,28.0,0,0,0,0,0,72778.0,36389.0,51422.21934144811,72750.0,28.0,0,0,0,0,32,96,7.046322524274582,21.138967572823745,0.0,31.0,6.2,13.863621460498695,192.2,0,0,0,0,1,1,0,0,3.0,7.75,0.0,10.333333333333334,32,0,0,0,0,0,0,1,0,3,31,1550,122,0,32,0,0,0,0,0,0,0,0,BENIGN
157.240.0.17-10.42.0.42-443-48798-6,10.42.0.42,48798,157.240.0.17,443,6,23/06/2017 03:10:58,368293,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.430458900929423,368293.0,0.0,368293.0,368293.0,368293.0,368293.0,0.0,368293.0,368293.0,0,0,0,0,0,0,0,0,0,64,0,5.430458900929423,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1547,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-125.39.240.46-56202-80-6,10.42.0.42,56202,125.39.240.46,80,6,23/06/2017 03:10:48,10705004,4,4,360.0,395.0,360.0,0.0,90.0,180.0,395.0,0.0,98.75,197.49999999999997,70.52776439878023,0.747314059854625,1529286.285714286,3736566.921075491,9999556.0,2303.0,705448.0,235149.33333333334,129002.3890954479,348309.0,94678.0,1.0444846E7,3481615.3333333335,5652229.676334848,1.0006269E7,80108.0,0,0,0,0,100,92,0.3736570299273125,0.3736570299273125,0.0,395.0,83.88888888888889,166.69166479194786,27786.11111111111,0,0,0,1,0,0,0,0,1.0,94.375,90.0,98.75,100,0,0,0,0,0,0,4,360,4,395,65535,7,1,20,0,0,0,0,0,0,0,0,BENIGN
157.240.0.17-10.42.0.42-443-48798-6,10.42.0.42,48798,157.240.0.17,443,6,23/06/2017 03:10:58,1075861,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.858976206034051,1075861.0,0.0,1075861.0,1075861.0,1075861.0,1075861.0,0.0,1075861.0,1075861.0,0,0,0,0,0,0,0,0,0,64,0,1.858976206034051,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1547,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
157.240.0.17-10.42.0.42-443-48798-6,10.42.0.42,48798,157.240.0.17,443,6,23/06/2017 03:11:02,4323838,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.4625520197565218,4323838.0,0.0,4323838.0,4323838.0,4323838.0,4323838.0,0.0,4323838.0,4323838.0,0,0,0,0,0,0,0,0,0,64,0,0.4625520197565218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1547,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
203.205.128.137-10.42.0.42-80-42426-6,10.42.0.42,42426,203.205.128.137,80,6,23/06/2017 03:10:49,20546046,4,4,674.0,62.0,674.0,0.0,168.5,337.0,62.0,0.0,15.5,31.000000000000004,35.82197762041417,0.38936932196102353,2935149.428571429,7565581.80953386,2.0090608E7,148.0,455438.0,151812.66666666666,131050.25973394075,227652.0,489.0,2.0321128E7,6773709.333333333,1.153525416604291E7,2.0092823E7,148.0,0,0,0,0,136,136,0.19468466098051176,0.19468466098051176,0.0,674.0,81.77777777777779,223.02790059641518,49741.444444444445,0,0,0,1,0,0,0,0,1.0,92.0,168.5,15.5,136,0,0,0,0,0,0,4,674,4,62,65535,123,1,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-14.17.42.57-39956-80-6,10.42.0.42,39956,14.17.42.57,80,6,23/06/2017 03:10:49,22252410,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2696337160783933,4450482.0,8908135.15171464,2.0343956E7,2257.0,1908454.0,954227.0,1010615.3964481245,1668840.0,239614.0,2.2015053E7,1.10075265E7,1.3321663362064231E7,2.0427365E7,1587688.0,0,0,0,0,116,112,0.13481685803919666,0.13481685803919666,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,116,0,0,0,0,0,0,3,0,3,0,65535,112,0,32,0,0,0,0,0,0,0,0,BENIGN
10.42.0.42-14.17.42.57-39950-80-6,10.42.0.42,39950,14.17.42.57,80,6,23/06/2017 03:10:49,27468319,9,5,3028.0,376.0,623.0,0.0,336.44444444444446,319.37678027335954,188.0,0.0,75.2,102.97184081097123,123.92458380871432,0.5096780767690953,2112947.6153846155,5479641.7924814755,2.0022109E7,299.0,7446210.0,930776.25,1228558.9640673394,3763899.0,5172.0,2.722139E7,6805347.5,9048183.288664028,2.0062776E7,299.0,0,0,0,0,296,168,0.3276501922087041,0.18202788456039118,0.0,623.0,226.93333333333337,284.4760764901648,80926.6380952381,0,0,0,1,0,0,0,0,0.0,243.14285714285714,336.44444444444446,75.2,296,0,0,0,0,0,0,9,3028,5,376,65535,131,5,32,0,0,0,0,0,0,0,0,BENIGN
203.205.158.66-10.42.0.42-80-50884-6,10.42.0.42,50884,203.205.158.66,80,6,23/06/2017 03:10:47,30293595,6,9,393.0,6415.0,393.0,0.0,65.5,160.44157815229818,1448.0,0.0,712.7777777777778,717.2513119154572,224.73397429390602,0.49515417367928766,2163828.2142857146,7964362.78023964,2.9833745E7,2.0,459850.0,91970.0,125433.58847414037,229847.0,90.0,3.006767E7,3758458.75,1.0537562984391067E7,2.983684E7,2.0,0,0,0,0,200,296,0.19806166947171505,0.2970925042075726,0.0,1448.0,425.50000000000006,629.5876957713411,396380.66666666674,0,0,0,1,0,0,0,0,1.0,453.8666666666667,65.5,712.7777777777778,200,0,0,0,0,0,0,6,393,9,6415,65535,122,1,32,0,0,0,0,0,0,0,0,BENIGN
203.205.158.66-10.42.0.42-80-50879-6,10.42.0.42,50879,203.205.158.66,80,6,23/06/2017 03:10:47,30364323,7,7,393.0,4883.0,393.0,0.0,56.14285714285714,148.5400378926263,1448.0,0.0,697.5714285714286,726.5387939040963,173.75654975083754,0.46106741783770383,2335717.1538461535,8279538.668087792,2.9890264E7,6.0,474059.0,79009.83333333334,119781.84300538486,234232.0,6.0,3.013648E7,5022746.666666666,1.2185590886975283E7,2.9895716E7,11.0,0,0,0,0,232,232,0.23053370891885192,0.23053370891885192,0.0,1448.0,351.7333333333333,589.9211165990956,348006.92380952375,0,0,0,1,0,0,0,0,1.0,376.85714285714283,56.142857142857146,697.5714285714286,232,0,0,0,0,0,0,7,393,7,4883,65535,122,1,32,0,0,0,0,0,0,0,0,BENIGN
203.205.158.66-10.42.0.42-80-50881-6,10.42.0.42,50881,203.205.158.66,80,6,23/06/2017 03:10:47,30364241,8,12,393.0,10760.0,393.0,0.0,49.125,138.9464825031566,1448.0,0.0,896.6666666666667,696.1668208297796,367.30705700827497,0.6586695185300367,1598117.9473684211,6851890.71387455,2.9891363E7,7.0,472878.0,67554.0,112565.68480669409,232387.0,7.0,3.0137004E7,2739727.6363636362,9007164.085497735,2.9896489E7,11.0,0,0,0,0,264,392,0.2634678074120147,0.39520171111802205,0.0,1448.0,531.0952380952382,678.616526822174,460520.3904761905,0,0,0,1,0,0,0,0,1.0,557.65,49.125,896.6666666666666,264,0,0,0,0,0,0,8,393,12,10760,65535,122,1,32,0,0,0,0,0,0,0,0,BENIGN
203.205.158.66-10.42.0.42-80-50880-6,10.42.0.42,50880,203.205.158.66,80,6,23/06/2017 03:10:47,30364896,7,12,393.0,11892.0,393.0,0.0,56.14285714285714,148.5400378926263,1448.0,0.0,990.9999999999999,650.6525395883177,404.57902441029273,0.6257225448755036,1686938.6666666665,7042160.026577247,2.9902953E7,10.0,461943.0,76990.5,118708.45040307788,231002.0,32.0,3.0139647E7,2739967.909090909,9010551.837429097,2.9907003E7,10.0,0,0,0,0,232,392,0.23052935863834342,0.39519318623716015,0.0,1448.0,614.2500000000001,690.1638154128794,476326.09210526315,0,0,0,1,0,0,0,0,1.0,646.578947368421,56.142857142857146,991.0,232,0,0,0,0,0,0,7,393,12,11892,65535,122,1,32,0,0,0,0,0,0,0,0,BENIGN
203.205.158.66-10.42.0.42-80-50883-6,10.42.0.42,50883,203.205.158.66,80,6,23/06/2017 03:10:47,30363656,6,9,393.0,6723.0,393.0,0.0,65.5,160.44157815229818,1448.0,0.0,747.0,690.1202793716469,234.35912987553277,0.49401165656731194,2168832.5714285714,7987505.60877479,2.9919269E7,11.0,444387.0,88877.4,121145.18103416248,223510.0,100.0,3.0146807E7,3768350.875,1.056937928850285E7,2.9925537E7,11.0,0,0,0,0,200,296,0.19760466262692478,0.29640699394038716,0.0,1448.0,444.75,622.9936864313581,388121.1333333334,0,0,0,1,0,0,0,0,1.0,474.4,65.5,747.0,200,0,0,0,0,0,0,6,393,9,6723,65535,122,1,32,0,0,0,0,0,0,0,0,BENIGN
203.205.158.66-10.42.0.42-80-50882-6,10.42.0.42,50882,203.205.158.66,80,6,23/06/2017 03:10:47,30364411,10,11,393.0,10241.0,393.0,0.0,39.3,124.27751204461731,1448.0,0.0,931.0000000000001,660.3636876752082,350.2126222701965,0.6915991224068203,1518220.55,6682595.936058661,2.9907957E7,3.0,456454.0,50717.1111111111,99693.25280885918,228325.0,9.0,3.0142444E7,3014244.4,9451397.031568052,2.9912616E7,3.0,0,0,0,0,328,360,0.3293329154318192,0.3622662069750011,0.0,1448.0,483.36363636363626,651.3551109183687,424263.4805194805,0,0,0,1,0,0,0,0,1.0,506.3809523809524,39.3,931.0,328,0,0,0,0,0,0,10,393,11,10241,65535,122,1,32,0,0,0,0,0,0,0,0,BENIGN
